縣市,鄉鎮市區,門市店名,地址
桃園市,大溪區,OK大溪物流門市,桃園市大溪區仁善里三塊厝4鄰松樹88號
桃園市,中壢區,OK中壢志清門市,桃園市中壢區中山東路３段414號志清樓一樓
桃園市,龜山區,OK龜山晶碩門市,桃園市龜山區興業街5號B1(晶碩光學內)
桃園市,中壢區,OK中壢運動門市,桃園市中壢區三光路350號
桃園市,龍潭區,OK龍潭特戰門市,桃園市龍潭區中正路三林段277號
桃園市,中壢區,OK中壢正義店,桃園市中壢區正義路88號1樓
桃園市,龜山區,OK台達興邦門市,桃園市龜山區興邦路31-1號
桃園市,桃園區,OK台達興隆門市,桃園市桃園區興隆路18號
桃園市,蘆竹區,OK開南大學門市,桃園市蘆竹區開南路1號(行政大樓B1)
桃園市,大溪區,OK大溪高中門市,桃園市大溪區康莊路641號
桃園市,龜山區,OK龜山樂生門市,桃園市龜山區萬壽路１段50巷2號
桃園市,龍潭區,OK龍潭北龍店,桃園市龍潭區北龍路63號1樓
桃園市,楊梅區,OK楊梅新江店,桃園市楊梅區新江路181號1-3樓
桃園市,桃園區,OK桃園地院門市,桃園市桃園區正光路888號B1
桃園市,龍潭區,OK陸軍司令部門市,桃園市龍潭區中正路三林段81號(崑崙樓)
桃園市,蘆竹區,OK蘆竹大新店,桃園市蘆竹區大新一街92號1樓
桃園市,八德區,OK國防大學門市,桃園市八德區興豐路1000號
桃園市,楊梅區,OK楊梅楊明店,桃園市楊梅區金山街275巷52號
新竹市,北區中,OK新竹空軍門市,新竹市北區中正路699號
新竹市,香山區,OK新竹富禮店,新竹市香山區富禮街1號1樓
新竹市,北區光,OK新竹湳雅店,新竹市北區光華二街133巷1號
新竹市,北區中,OK新竹成功店,新竹市北區中正路479、481號
新竹市,東區忠,OK新竹忠孝店,新竹市東區忠孝路213號
新竹市,東區中,OK新竹女中門市,新竹市東區中華路２段270號1樓
新竹市,香山區,OK新竹內湖店,新竹市香山區內湖路103號/105號1樓
新竹市,北區國,OK新竹國華店,新竹市北區國華街58號1樓及夾層
新竹市,東區關,OK新竹東復店,新竹市東區關東路57、59、61、63號1樓
新竹市,東區藝,OK新竹藝術店,新竹市東區藝術路8號1樓
新竹市,北區東,OK新竹東興店,新竹市北區東大路３段502、504號1樓
新竹市,東區民,OK新竹巨城店,新竹市東區民生路197、199號1樓
新竹市,北區武,OK新竹軍醫門市,新竹市北區武陵路3號1樓
新竹市,東區學,OK新竹高中門市,新竹市東區學府路36號
新竹縣,新豐鄉,OK新豐福興店,新竹縣新豐鄉福興村9鄰十一股93號1樓
新竹縣,湖口鄉,OK湖口中正店,新竹縣湖口鄉中正路１段104號
新竹縣,湖口鄉,OK湖口達生店,新竹縣湖口鄉達生路90、92號1樓
新竹縣,湖口鄉,OK湖口德興店,新竹縣湖口鄉八德路２段76號1樓
新竹縣,竹北市,OK台元第一門市,新竹縣竹北市台元街34號1樓
新竹縣,新豐鄉,OK新豐成德店,新竹縣新豐鄉成德街1號1-3樓
新竹縣,竹北市,OK台元第二門市,新竹縣竹北市台元一街3號1樓
新竹縣,竹東鎮,OK竹東信義店,新竹縣竹東鎮東林路48號
新竹縣,新埔鎮,OK新埔遠東店,新竹縣新埔鎮文山路亞東段605、607號1樓
新竹縣,湖口鄉,OK湖口永安店,新竹縣湖口鄉永安街68號
新竹縣,橫山鄉,OK橫山內灣店,新竹縣橫山鄉中正路79號
新竹縣,寶山鄉,OK凌陽創新門市,新竹縣寶山鄉創新一路19號6樓
新竹縣,湖口鄉,OK湖口站前店,新竹縣湖口鄉中山路２段154、156、158號
新竹縣,竹東鎮,OK竹東大豐店,新竹縣竹東鎮中豐路３段134號
新竹縣,北埔鄉,OK北埔南興店,新竹縣北埔鄉南興街122號
新竹縣,北埔鄉,OK北埔埔心店,新竹縣北埔鄉埔心街74號
新竹縣,竹北市,OK竹北嘉興店,新竹縣竹北市嘉興路333、３３５號1樓
新竹縣,湖口鄉,OK湖口八德店,新竹縣湖口鄉八德路１段761號1樓
新竹縣,竹東鎮,OK竹東中豐店,新竹縣竹東鎮中豐路２段338號1樓
新竹縣,湖口鄉,OK湖口千禧店,新竹縣湖口鄉千禧路2巷2號
新竹縣,新豐鄉,OK新豐忠孝店,新竹縣新豐鄉忠孝路2號
新竹縣,竹北市,OK竹北光明店,新竹縣竹北市光明三路59號
新竹縣,新埔鎮,OK新埔埔興店,新竹縣新埔鎮新關路五埔段78號1樓
新竹縣,關西鎮,OK關西成功店,新竹縣關西鎮中山東路31、33號1樓
新竹縣,竹北市,OK竹北長青店,新竹縣竹北市中正西路1999號1樓
新竹縣,竹北市,OK竹北縣福店,新竹縣竹北市光明九路76、76-1號1樓
新竹縣,竹東鎮,OK竹東學興店,新竹縣竹東鎮學府路80+82號1樓
新竹縣,橫山鄉,OK橫山福興店,新竹縣橫山鄉中豐路三段62號1樓
新竹縣,竹北市,OK竹北東興店,新竹縣竹北市東興路１段941號1樓
新竹縣,竹東鎮,OK竹東長興店,新竹縣竹東鎮北興路一段591號
新竹縣,竹北市,OK竹北台鐵門市,新竹縣竹北市和平街59號2樓
新竹縣,新豐鄉,OK新豐德昌店,新竹縣新豐鄉德昌街137號1樓
新竹縣,湖口鄉,OK湖口台鐵門市,新竹縣湖口鄉中山路２段121號(台鐵湖口跨站3樓)
新竹縣,芎林鄉,OK敏實科大門市,新竹縣芎林鄉大華路一號仁愛樓一樓
新竹縣,新埔鎮,OK新埔楊新店,新竹縣新埔鎮楊新路１段881號1樓
新竹縣,竹北市,OK竹北豐田店,新竹縣竹北市中正西路1128號1樓
新竹縣,竹北市,OK新竹地院門市,新竹縣竹北市興隆路２段265號1F
新竹縣,湖口鄉,OK旭德門市,新竹縣湖口鄉光復北路8號7樓
新竹縣,關西鎮,OK關西高中門市,新竹縣關西鎮中山東路2號
新竹縣,湖口鄉,OK矽格湖口門市,新竹縣湖口鄉湖口工業區四維路1號(員工餐廳旁)
新竹縣,竹北市,OK竹北自強門市,新竹縣竹北市自強南路8號3樓C1
新竹縣,新埔鎮,OK新埔田新店,新竹縣新埔鎮田新路682號1樓(新埔水利大樓)
苗栗縣,竹南鎮,OK竹南明勝店,苗栗縣竹南鎮明勝路392號1樓
苗栗縣,苑裡鎮,OK苑裡億光門市,苗栗縣苑裡鎮國光巷35號
苗栗縣,竹南鎮,OK竹南佳興店,苗栗縣竹南鎮照南路2號1樓
苗栗縣,苗栗市,OK苗栗建臺門市,苗栗縣苗栗市至公路251號(宿舍大樓B1)
苗栗縣,造橋鄉,OK造橋平仁店,苗栗縣造橋鄉平仁路53-1號
苗栗縣,頭份市,OK頭份尖山店,苗栗縣頭份市中華路119號
苗栗縣,苗栗市,OK苗栗金龍店,苗栗縣苗栗市愛國路28號30號1樓
苗栗縣,頭份市,OK頭份信東店,苗栗縣頭份市信東路226號
苗栗縣,苗栗市,OK苗栗玉苗店,苗栗縣苗栗市中山路653號
苗栗縣,苗栗市,OK苗栗光華店,苗栗縣苗栗市玉維路34號1樓
苗栗縣,頭份市,OK頭份陽興店,苗栗縣頭份市水源路324、326號1樓
苗栗縣,頭份市,OK頭份信中店,苗栗縣頭份市信中路2號1樓
苗栗縣,苗栗市,OK苗栗車站店,苗栗縣苗栗市為公路8號1樓
苗栗縣,三義鄉,OK三義雙湖店,苗栗縣三義鄉雙湖16鄰96號
苗栗縣,竹南鎮,OK竹南復興店,苗栗縣竹南鎮保安林101號
苗栗縣,銅鑼鄉,OK苗栗銅鑼店,苗栗縣銅鑼鄉中正路207號1樓
苗栗縣,造橋鄉,OK造橋談文店,苗栗縣造橋鄉淡文湖51-15號1樓
苗栗縣,苗栗市,OK苗栗復興店,苗栗縣苗栗市復興路２段204、206號1樓
苗栗縣,頭份市,OK頭份尖豐店,苗栗縣頭份市尖豐路775號1樓
苗栗縣,竹南鎮,OK竹南大埔店,苗栗縣竹南鎮大埔里15鄰仁愛路1221巷1號
苗栗縣,苗栗市,OK苗栗醫院門市,苗栗縣苗栗市為公路747號
苗栗縣,銅鑼鄉,OK銅鑼億光門市,苗栗縣銅鑼鄉中興路26號4樓
苗栗縣,銅鑼鄉,OK銅鑼太平洋門市,苗栗縣銅鑼鄉銅科二路8號(宿舍樓1樓)
苗栗縣,苑裡鎮,OK苑裡世界店,苗栗縣苑裡鎮世界路２段122號
台中市,大甲區,OK大甲高中店,台中市大甲區順天路2號1樓
台中市,西區公,OK台中公益店,台中市西區公益路95號
台中市,大肚區,OK大肚遊園店,台中市大肚區遊園路２段129、131號
台中市,西屯區,OK台中福星店,台中市西屯區福星路327號
台中市,西區南,OK台中公館店,台中市西區南屯路１段49-1號1樓
台中市,西區居,OK台中居仁店,台中市西區居仁街23號
台中市,北區忠,OK台中忠太店,台中市北區忠明路369號
台中市,北屯區,OK台中綏遠店,台中市北屯區綏遠路二段216號
台中市,南屯區,OK台中向心南店,台中市南屯區向心南路983號
台中市,南屯區,OK台中黎明店,台中市南屯區黎明路２段510號
台中市,西屯區,OK台中河南店,台中市西屯區河南路二段502號
台中市,南區台,OK台中仁和店,台中市南區台中路382/386號
台中市,西屯區,OK台中中工店,台中市西屯區中工三路60.62號1樓
台中市,沙鹿區,OK沙鹿公明店,台中市沙鹿區忠貞路202、204號
台中市,太平區,OK太平勤益店,台中市太平區中山路１段324號
台中市,東區建,OK台中建成店,台中市東區建成路675號1樓
台中市,烏日區,OK烏日成功店,台中市烏日區中山路三段500號
台中市,北屯區,OK台中文心店,台中市北屯區文心路４段894.896號1樓
台中市,北區五,OK台中柳川店,台中市北區五權路329-2號
台中市,潭子區,OK潭子圓通店,台中市潭子區圓通南路258號1.2樓
台中市,大里區,OK大里永興店,台中市大里區東榮路439號1樓
台中市,西屯區,OK台中福上店,台中市西屯區河南路２段270號
台中市,大里區,OK大里光正店,台中市大里區光正路116號1樓
台中市,大雅區,OK大雅文化店,台中市大雅區文化路1之1號
台中市,太平區,OK台中太平店,台中市太平區太平路227號、永成北路407號1樓
台中市,神岡區,OK神岡中正店,台中市神岡區神岡路122號1樓
台中市,南屯區,OK台中永順店,台中市南屯區黎明路１段812之10號
台中市,東區復,OK台中家商店,台中市東區復興路４段44/46號
台中市,北區梅,OK台中梅亭店,台中市北區梅亭街56.58號
台中市,神岡區,OK神崗和睦店,台中市神岡區和睦路１段462號一樓
台中市,北屯區,OK台中柳陽店,台中市北屯區柳陽東街45-4號
台中市,太平區,OK太平中平店,台中市太平區中平路160號
台中市,大里區,OK大里東榮店,台中市大里區益民路１段94號
台中市,北區美,OK台中美德店,台中市北區美德街211號
台中市,神岡區,OK神岡三民店,台中市神岡區三民路495號
台中市,烏日區,OK烏日新興店,台中市烏日區新興路427號
台中市,大雅區,OK大雅和平店,台中市大雅區中清路４段892號1樓
台中市,大里區,OK大里爽文店,台中市大里區爽文路631號
台中市,北屯區,OK台中軍和店,台中市北屯區東山路１段238號
台中市,北區進,OK台中進化店,台中市北區進化路628號1樓.B1
台中市,西屯區,OK台中太原店,台中市西屯區太原路１段63.65號
台中市,大肚區,OK龍井自強店,台中市大肚區遊園路二段203巷3弄89號
台中市,神岡區,OK神岡民德店,台中市神岡區中山路454號
台中市,中區柳,OK台中富大店,台中市中區柳川東路３段26號及中山路276號1樓
台中市,太平區,OK台中坪林店,台中市太平區中山路３段2之1號1.2樓
台中市,大里區,OK大里大元店,台中市大里區中興路２段92號1樓
台中市,后里區,OK后里三豐店,台中市后里區公安路１段1號、3號1樓
台中市,龍井區,OK龍井新東店,台中市龍井區新興路80號
台中市,北屯區,OK台中松和店,台中市北屯區崇德六路１段101號1樓
台中市,西屯區,OK台中成都店,台中市西屯區成都路227、229號1樓
台中市,霧峰區,OK台中霧峰店,台中市霧峰區四德路575號
台中市,南屯區,OK嶺東門市,台中市南屯區嶺東路一號一樓
台中市,東區樂,OK台中樂業店,台中市東區樂業路286號
台中市,大里區,OK大里修平店,台中市大里區工業二路102.106號1樓
台中市,霧峰區,OK霧峰錦州店,台中市霧峰區錦州路399號1樓
台中市,烏日區,OK成功嶺一門市,台中市烏日區中山路3段502號(國軍188營站本部1樓營舍OK超商)
台中市,烏日區,OK成功嶺二門市,台中市烏日區中山路３段502號(302旅心衛中心左側營舍OK超商)
台中市,南屯區,OK嶺東寶文門市,台中市南屯區中台路7號寶文教學大樓B棟1樓
台中市,豐原區,OK豐原西勢店,台中市豐原區西勢路198號
台中市,大里區,OK修平門市,台中市大里區工業路11號B1美食廣場
台中市,北區漢,OK台中漢口店,台中市北區漢口路３段50號1樓.B1
台中市,中區平,OK台中市府店,台中市中區平等街1號1樓
台中市,太平區,OK太平興隆店,台中市太平區光興路1428、1430號一樓
台中市,太平區,OK太平光興店,台中市太平區光興路720號
台中市,西區向,OK台中大益店,台中市西區向上南路１段129號一樓
台中市,沙鹿區,OK沙鹿中棲店,台中市沙鹿區臺灣大道７段62號1樓
台中市,北區中,OK台中登峰店,台中市北區中清路１段690號1樓
台中市,西屯區,OK台中福科店,台中市西屯區福科路338號1樓
台中市,北屯區,OK台中和祥店,台中市北屯區東山路１段373之3、375號1樓
台中市,中區平,OK台中光復店,台中市中區平等街112、114號1樓
台中市,太平區,OK太平宜昌店,台中市太平區宜昌路126、128、130號1樓
台中市,大甲區,OK大甲順天店,台中市大甲區新政路43之4號1樓
台中市,南區樹,OK台中樹義店,台中市南區樹義六巷3之2號1樓
台中市,大甲區,OK大甲和平店,台中市大甲區和平路194號1樓
台中市,西屯區,OK台中長安店,台中市西屯區長安路２段120號 / 122巷1號
台中市,北區崇,OK台中中正門市,台中市北區崇德路１段50號家屬休息室1樓
台中市,太平區,OK台中東平店,台中市太平區東平路620號1樓
台中市,沙鹿區,OK靜宜蓋夏門市,台中市沙鹿區臺灣大道７段200號(蓋夏圖書館B1大樓)
台中市,西區華,OK台中華美店,台中市西區華美街237號1樓
台中市,北屯區,OK台中梅川店,台中市北屯區梅川東路４段101、102號1樓
台中市,太平區,OK台中永成店,台中市太平區成功東路153號1+2樓
台中市,中區民,OK台中民族店,台中市中區民族路193、195號1樓
台中市,北區永,OK台中永興店,台中市北區永興街53號1樓、51-1號(2樓)、53-1號(2樓)
台中市,北區公,OK台中公園店,台中市北區公園路215號
台中市,北屯區,OK台中大連店,台中市北屯區大連路１段278號
台中市,南區五,OK台中國圖館門市,台中市南區五權南路100號1樓商店區
台中市,西屯區,OK台中漢成店,台中市西屯區華美西街２段357號1樓及夾層
台中市,西屯區,OK台中逢甲店,台中市西屯區逢甲路16號1樓+B1
台中市,潭子區,OK潭子卓越店,台中市潭子區中山路１段316號1樓
台中市,南區工,OK台中工學店,台中市南區工學路150號1樓
台中市,太平區,OK台中軍醫門市,台中市太平區中山路２段348號
台中市,北區武,OK台中武昌店,台中市北區武昌路201之1號1樓+B1
台中市,北屯區,OK台中崇德店,台中市北屯區崇德六路67號
台中市,烏日區,OK烏日五光店,台中市烏日區五光路663、665號
台中市,北區崇,OK台中北運門市,台中市北區崇德路１段55號
台中市,大里區,OK大里新仁店,台中市大里區新仁路１段217巷2號
台中市,北區榮,OK台中榮華店,台中市北區榮華街143號
台中市,太平區,OK台中宜欣店,台中市太平區宜欣路61號1樓
台中市,北屯區,OK台鐵太原門市,台中市北屯區東光路665號
台中市,大安區,OK大安松雅店,台中市大安區大安港路606、608號
台中市,大甲區,OK大甲興安店,台中市大甲區興安路102號、新政路411號
台中市,大里區,OK竹坑營區門市,台中市大里區健民路86號
台中市,清水區,OK清水五權店,台中市清水區五權路269號
台中市,霧峰區,OK霧峰樹仁店,台中市霧峰區樹仁路127號1樓
台中市,東區東,OK台中東南店,台中市東區東南街99號1、2樓
台中市,沙鹿區,OK沙鹿台鐵門市,台中市沙鹿區中正街94號(3樓候車大廳空間)
南投縣,草屯鎮,OK草屯敦和店,南投縣草屯鎮敦和路47號1樓
南投縣,草屯鎮,OK草屯中興店,南投縣草屯鎮中興路210號
南投縣,南投市,OK南投新興店,南投縣南投市南營路218號
南投縣,草屯鎮,OK草屯虎山店,南投縣草屯鎮新生東路1號
南投縣,南投市,OK南投南鄉店,南投縣南投市南鄉路377.379號
南投縣,南投市,OK南投南雲店,南投縣南投市大庄路201-1號
南投縣,名間鄉,OK名間松嶺店,南投縣名間鄉松嶺街288號1樓
南投縣,草屯鎮,OK南投碧興店,南投縣草屯鎮碧興路１段3號
南投縣,埔里鎮,OK埔里南昌店,南投縣埔里鎮西安路１段72.74號
南投縣,埔里鎮,OK埔里西寧店,南投縣埔里鎮中山路３段106號
南投縣,國姓鄉,OK南投國姓店,南投縣國姓鄉中興路184號1樓
南投縣,埔里鎮,OK埔里信義店,南投縣埔里鎮信義路961號1樓
南投縣,南投市,OK南投復興店,南投縣南投市復興路461號1+2+3樓
南投縣,南投市,OK南投成功店,南投縣南投市成功三路317號1樓
南投縣,名間鄉,OK名間華山店,南投縣名間鄉彰南路354-11、354-12號
南投縣,竹山鎮,OK竹山秀傳門市,南投縣竹山鎮集山路２段75號1樓
南投縣,草屯鎮,OK草屯環鴻門市,南投縣草屯鎮太平路１段351巷141號B棟1樓
南投縣,南投市,OK南投環鴻門市,南投縣南投市工業路330號
南投縣,南投市,OK南投僑建店,南投縣南投市彰南路３段802、804號
南投縣,草屯鎮,OK南開科大門市,南投縣草屯鎮中正路568號
彰化縣,彰化市,OK彰化延平店,彰化縣彰化市大埔路485巷37號1樓
彰化縣,彰化市,OK彰化國聖店,彰化縣彰化市中山路三段512號1樓
彰化縣,二水鄉,OK彰化二水店,彰化縣二水鄉光文路9號1樓
彰化縣,彰化市,OK彰化大埔店,彰化縣彰化市大埔路619號之1
彰化縣,彰化市,OK彰化一德店,彰化縣彰化市一德南路257/259號
彰化縣,員林市,OK彰化員鹿店,彰化縣員林市員鹿路192號
彰化縣,鹿港鎮,OK彰化鹿東店,彰化縣鹿港鎮鹿東路207、209號1樓
彰化縣,福興鄉,OK福興寶成門市,彰化縣福興鄉福工路2號1樓(辦公大樓)
彰化縣,埔心鄉,OK埔心忠義店,彰化縣埔心鄉忠義北路1號
彰化縣,二林鎮,OK二林萬興店,彰化縣二林鎮二溪路６段508、510、512號1樓
彰化縣,二林鎮,OK二林仁愛店,彰化縣二林鎮仁愛路472號1樓
彰化縣,社頭鄉,OK社頭仁雅店,彰化縣社頭鄉員集路２段156號
彰化縣,鹿港鎮,OK鹿港泳福店,彰化縣鹿港鎮鹿草路１段247號
彰化縣,埔心鄉,OK埔心新館店,彰化縣埔心鄉新館路726號
彰化縣,田尾鄉,OK彰化田尾店,彰化縣田尾鄉民生路１段7號1樓
彰化縣,北斗鎮,OK北斗舜耕店,彰化縣北斗鎮中山路１段88.90號
彰化縣,二水鄉,OK二水光復店,彰化縣二水鄉員集路3段606號1樓
彰化縣,和美鎮,OK和美東萊店,彰化縣和美鎮東萊路153號1樓
彰化縣,員林市,OK員林浮圳店,彰化縣員林市浮圳路２段237號1樓
彰化縣,溪湖鎮,OK溪湖向上店,彰化縣溪湖鎮向上路22號
彰化縣,和美鎮,OK和美道周店,彰化縣和美鎮道周路535號1樓
彰化縣,員林市,OK員林南平店,彰化縣員林市南平街140號1樓
彰化縣,彰化市,OK彰化福安店,彰化縣彰化市福山街214、216號1樓
彰化縣,社頭鄉,OK社頭清水店,彰化縣社頭鄉忠義路703號一樓
彰化縣,和美鎮,OK和美彰美店,彰化縣和美鎮彰美路３段438號1樓
彰化縣,彰化市,OK彰化天祥店,彰化縣彰化市天祥路241號
彰化縣,彰化市,OK彰化公園店,彰化縣彰化市公園路１段471號1樓
彰化縣,員林市,OK中州科大門市,彰化縣員林市山腳路３段2巷6號1樓
彰化縣,永靖鄉,OK永靖永福店,彰化縣永靖鄉永福路１段140、142號1樓
彰化縣,彰化市,OK彰化茄苳店,彰化縣彰化市茄苳路二段20號1樓
彰化縣,二林鎮,OK二林儒林店,彰化縣二林鎮儒林路２段260號
彰化縣,大村鄉,OK大村正新門市,彰化縣大村鄉美港路２１５號(福利大樓一樓)
彰化縣,二林鎮,OK二林挖仔店,彰化縣二林鎮挖子路15-13號1樓、2樓
彰化縣,竹塘鄉,OK竹塘信義店,彰化縣竹塘鄉信義街2號1樓
彰化縣,田尾鄉,OK田尾光復店,彰化縣田尾鄉光復路１段96號1樓
彰化縣,芳苑鄉,OK芳苑上林店,彰化縣芳苑鄉上林路路上段430號1-3樓
彰化縣,鹿港鎮,OK鹿港中山店,彰化縣鹿港鎮中山路502號
彰化縣,田尾鄉,OK田尾陸豐店,彰化縣田尾鄉中正路３段188號
彰化縣,芳苑鄉,OK芳苑芳樂店,彰化縣芳苑鄉仁愛村斗苑路271號
雲林縣,西螺鎮,OK彰基雲林門市,雲林縣西螺鎮市場南路375號1樓
雲林縣,林內鄉,OK雲林瑞農店,雲林縣林內鄉瑞農10號1樓
雲林縣,西螺鎮,OK西螺建興店,雲林縣西螺鎮建興路2號1樓
雲林縣,斗六市,OK雲林縣府店,雲林縣斗六市雲林路2段418號
雲林縣,四湖鄉,OK雲林四湖店,雲林縣四湖鄉中正路345號
雲林縣,斗六市,OK斗六新興店,雲林縣斗六市中華路100號1樓
雲林縣,斗六市,OK斗六長春店,雲林縣斗六市南京路371號
雲林縣,北港鎮,OK北港醫院門市,雲林縣北港鎮新德路123號B1
雲林縣,斗南鎮,OK斗南南昌店,雲林縣斗南鎮南昌西路104巷3號1樓
雲林縣,古坑鄉,OK雲林古坑店,雲林縣古坑鄉中山路102號1樓
雲林縣,斗六市,OK斗六內環店,雲林縣斗六市內環路812號
雲林縣,虎尾鎮,OK虎尾德興店,雲林縣虎尾鎮德興路22之12號、復興路15號1樓
雲林縣,虎尾鎮,OK虎尾林森店,雲林縣虎尾鎮林森路２段477巷78號
嘉義市,西區中,OK嘉義文化店,嘉義市西區中正路420號1樓
嘉義市,東區民,OK嘉義民權店,嘉義市東區民權路28號
嘉義市,西區文,OK嘉義國華店,嘉義市西區文化路167號
嘉義市,西區仁,OK嘉義新城店,嘉義市西區仁愛路220號
嘉義縣,大林鎮,OK嘉義南華店,嘉義縣大林鎮頂員林8-11號
嘉義縣,民雄鄉,OK吳鳳建國門市,嘉義縣民雄鄉建國路２段163之40號(學生宿舍)
嘉義縣,民雄鄉,OK民雄山中店,嘉義縣民雄鄉山中村牛斗山209號1樓
嘉義縣,朴子市,OK嘉義朴子店,嘉義縣朴子市南通路３段716號
嘉義縣,水上鄉,OK嘉義水上店,嘉義縣水上鄉柳子林路185-20號
嘉義縣,朴子市,OK朴子開元店,嘉義縣朴子市開元路154號
台南市,官田區,OK台南官田店,台南市官田區南?32號1樓
台南市,南區新,OK台南新孝店,台南市南區新孝路90號1樓
台南市,歸仁區,OK歸仁媽廟店,台南市歸仁區和順路１段1號1樓
台南市,北區開,OK台南開元店,台南市北區開元路485巷37.39號1樓
台南市,東區自,OK台南仁和店,台南市東區自由路１段322號1+2樓
台南市,善化區,OK台鐵善化門市,台南市善化區中山路1號
台南市,永康區,OK台南高工門市,台南市永康區中山南路193號
台南市,新市區,OK南科中強門市,台南市新市區南科六路2-1號3樓
台南市,永康區,OK永康站前店,台南市永康區中山路447號1樓
台南市,善化區,OK善化興農店,台南市善化區興農路387號1樓
台南市,東區崇,OK台南巴克禮店,台南市東區崇明路708號
台南市,中西區,OK台南府前店,台南市中西區府前路１段16、18號1樓
台南市,安南區,OK台南安南店,台南市安南區海佃路２段590號
台南市,仁德區,OK台南保華店,台南市仁德區保華路128號
高雄市,鼓山區,OK高雄明華店,高雄市鼓山區裕誠路1584/1586/1588號
高雄市,鳥松區,OK高雄美山店,高雄市鳥松區美山路99號
高雄市,三民區,OK高雄澄清店,高雄市三民區澄清路449號1樓
高雄市,三民區,OK高雄工專店,高雄市三民區建工路411號
高雄市,鼓山區,OK鼓山西藏店,高雄市鼓山區西藏街300號
高雄市,前金區,OK高雄大同店,高雄市前金區大同一路202號1樓
高雄市,前鎮區,OK前鎮新衙店,高雄市前鎮區新衙路284之1號
高雄市,三民區,OK高雄大順店,高雄市三民區大順二路973/975號
高雄市,大寮區,OK大寮仁德店,高雄市大寮區仁德路118號1樓
高雄市,苓雅區,OK高雄興中店,高雄市苓雅區民權一路51、51-1號1樓
高雄市,小港區,OK小港中鋼店,高雄市小港區大業北路146號1樓
高雄市,旗山區,OK旗山旗楠店,"高雄市旗山區旗南三路167-31,32,33號"
高雄市,三民區,OK高雄建順店,高雄市三民區建德路51、53號1樓
高雄市,三民區,OK高雄莊敬店,高雄市三民區莊敬路146號
高雄市,前鎮區,OK高雄廣西店,高雄市前鎮區廣西路55號1樓
高雄市,大寮區,OK大寮陽明店,高雄市大寮區山頂里內厝路281號1樓
高雄市,小港區,OK高雄飛機店,高雄市小港區飛機路523號1樓
高雄市,鳳山區,OK鳳山瑞隆店,高雄市鳳山區瑞隆東路176號
高雄市,鳳山區,OK鳳山青年店,高雄市鳳山區青年路１段317號
高雄市,左營區,OK高雄重立店,高雄市左營區重立路158號1樓
高雄市,三民區,OK高雄大昌店,高雄市三民區大昌一路188號
高雄市,鼓山區,OK鼓山青泉店,高雄市鼓山區鼓山三路13-1號1樓(+2樓部分隔間)
高雄市,鳳山區,OK鳳山瑞春店,高雄市鳳山區瑞春街46號1樓
高雄市,鼓山區,OK高雄西子灣店,高雄市鼓山區哨船街41號一樓
高雄市,楠梓區,OK恩智浦門市,高雄市楠梓區經五路十號地下一樓
高雄市,橋頭區,OK橋頭仕隆店,高雄市橋頭區仕隆路161號1+2樓
高雄市,楠梓區,OK楠梓楠陽店,高雄市楠梓區楠陽路140號
高雄市,左營區,OK高雄崇德店,高雄市左營區崇德路117號1樓
高雄市,新興區,OK高雄林森店,高雄市新興區八德一路320、322號1樓
高雄市,小港區,OK高雄台船門市,高雄市小港區中鋼路3號
高雄市,路竹區,OK路竹中和店,高雄市路竹區中和街150號1樓右側兩格
高雄市,前金區,OK高雄七賢二店,高雄市前金區七賢二路203號
高雄市,鹽埕區,OK高雄駁二藝術店,高雄市鹽埕區大義街21號
高雄市,前鎮區,OK高雄廣林店,高雄市前鎮區廣西路468號1樓
高雄市,左營區,OK高雄立大店,高雄市左營區立大路173號1+2樓
高雄市,岡山區,OK台鐵岡山門市,高雄市岡山區岡燕路111號
高雄市,大寮區,OK大寮三隆店,高雄市大寮區三隆路486號1樓
高雄市,三民區,OK高雄大豐店,高雄市三民區大豐二路90.92號1樓
高雄市,三民區,OK高雄高賓門市,高雄市三民區本館路600巷20號(家屬休息室)
高雄市,新興區,OK高雄六合一店,高雄市新興區六合一路22號1樓
高雄市,鹽埕區,OK駁二藝術二店,高雄市鹽埕區七賢三路1-2號1樓
高雄市,仁武區,OK仁武永昌店,高雄市仁武區八德西路1491號1樓
高雄市,鹽埕區,OK高雄鹽埕埔店,高雄市鹽埕區大勇路89.91號
高雄市,鹽埕區,OK高雄府北店,高雄市鹽埕區府北路32號1樓
高雄市,鳳山區,OK鳳山鳳東店,高雄市鳳山區鳳東路2號1樓
高雄市,鼓山區,OK鼓山香蕉碼頭店,高雄市鼓山區蓬萊路23號
高雄市,前金區,OK高雄新盛店,高雄市前金區新盛一街28號1F
高雄市,大寮區,OK大寮立德店,高雄市大寮區仁愛路125號1樓
高雄市,苓雅區,OK高雄四維二店,高雄市苓雅區四維二路249號1樓+地下室
高雄市,小港區,OK小港華昌店,高雄市小港區華昌路53號1樓
高雄市,林園區,OK林園新愛店,高雄市林園區仁愛路47號1樓
高雄市,左營區,OK高雄城峰店,高雄市左營區城峰路58號1+2樓
高雄市,三民區,OK高雄瀋陽店,高雄市三民區瀋陽街151.153號1樓
高雄市,三民區,OK高雄察哈爾店,高雄市三民區察哈爾一街50號1樓
高雄市,楠梓區,OK楠梓日月光店,高雄市楠梓區科技路2號
屏東縣,麟洛鄉,OK屏東麟洛店,屏東縣麟洛鄉民族路120號1+2樓
